Date,VolumePerMarketcap
2020-07-31,10.850535024372276
2020-08-01,10.6875003578754
2020-08-02,12.032136952875746
2020-08-03,13.513507058048338
2020-08-04,9.9331582525913
2020-08-05,9.936511362050796
2020-08-06,10.339859514144528
2020-08-07,10.03706112917375
2020-08-08,10.124932648148144
2020-08-09,7.983705200369292
2020-08-10,7.9080889956369775
2020-08-11,11.029549024522982
2020-08-12,11.59664788909252
2020-08-13,10.667391410475854
2020-08-14,11.39847035794701
2020-08-15,9.981205104289192
2020-08-16,9.717286521865445
2020-08-17,8.741591494551777
2020-08-18,11.248492313873552
2020-08-19,11.234365080545974
2020-08-20,10.793026330895284
2020-08-21,9.29185875389153
2020-08-22,10.994232316058543
2020-08-23,9.076534492460173
2020-08-24,8.575549468804073
2020-08-25,9.227494954578294
2020-08-26,11.17212902650772
2020-08-27,9.854581396681738
2020-08-28,10.34546901759654
2020-08-29,9.056052111872717
2020-08-30,8.681825084378513
2020-08-31,9.209728366388156
2020-09-01,9.761541577720289
2020-09-02,11.401181259633418
2020-09-03,12.355502393829878
2020-09-04,26.22141036478495
2020-09-05,14.235942774899693
2020-09-06,30.00128272596651
2020-09-07,15.188695974939318
2020-09-08,13.869390487630609
2020-09-09,25.575056414832005
2020-09-10,11.31453525245973
2020-09-11,40.56154342198902
2020-09-12,10.825381782469035
2020-09-13,10.339744078154853
2020-09-14,11.02929208231102
2020-09-15,11.941597318601794
2020-09-16,11.958184376555897
2020-09-17,12.077129948921256
2020-09-18,11.63636294742466
2020-09-19,10.233877203017464
2020-09-20,8.943796322532261
2020-09-21,9.979449823091707
2020-09-22,12.266279510511856
2020-09-23,10.202057808371322
2020-09-24,10.565732529003943
2020-09-25,10.754125515448887
2020-09-26,9.675162496023312
2020-09-27,8.49886486663628
2020-09-28,8.85378770980433
2020-09-29,10.049535685817574
2020-09-30,9.130140256965188
2020-10-01,9.311407623921166
2020-10-02,10.624586790589955
2020-10-03,10.86513398862862
2020-10-04,8.217619767238855
2020-10-05,8.11624989054298
2020-10-06,8.947763436035693
2020-10-07,9.89216587329629
2020-10-08,8.716905955610125
2020-10-09,9.809484421352776
2020-10-10,9.401400569488745
2020-10-11,9.31655430992691
2020-10-12,7.71830737326323
2020-10-13,9.80587815997509
2020-10-14,9.2430190429053
2020-10-15,9.653308130891602
2020-10-16,9.635304144726703
2020-10-17,9.73207821707803
2020-10-18,7.43788942079304
2020-10-19,7.318271266731478
2020-10-20,8.335885239309365
2020-10-21,9.723919740731198
2020-10-22,12.383668492269532
2020-10-23,10.434989982177472
2020-10-24,8.923504643858697
2020-10-25,7.950569082313674
2020-10-26,7.872627446207645
2020-10-27,8.882264534838907
2020-10-28,9.453774525975833
2020-10-29,10.919829173523546
2020-10-30,9.160993094104583
2020-10-31,9.361444732602235
2020-11-01,8.887034877515752
2020-11-02,7.776267689077201
2020-11-03,9.00672404475433
2020-11-04,8.717644207095189
2020-11-05,9.903053552802628
2020-11-06,12.60360503821156
2020-11-07,11.963961101353132
2020-11-08,11.056138557051414
2020-11-09,8.387735731445186
2020-11-10,10.377264051136462
2020-11-11,7.738515915183481
2020-11-12,8.238102873579871
2020-11-13,9.286370083916532
2020-11-14,8.202365335763803
2020-11-15,7.407744219211324
2020-11-16,6.475262688275281
2020-11-17,7.941178649435118
2020-11-18,9.641928969659032
2020-11-19,12.11934151945948
2020-11-20,9.253973957188974
2020-11-21,8.314595264041328
2020-11-22,9.001652075770378
2020-11-23,9.649903702747135
2020-11-24,9.80218400053222
2020-11-25,13.954869020619656
2020-11-26,9.233191159357863
2020-11-27,15.32676366999085
2020-11-28,9.646166414401986
2020-11-29,7.451437961003633
2020-11-30,7.114612357624939
2020-12-01,9.936266372037442
2020-12-02,11.045766180404376
2020-12-03,8.11266920480191
2020-12-04,6.749432221660919
2020-12-05,7.580807190212536
2020-12-06,6.568224853489577
2020-12-07,6.085423393038139
2020-12-08,6.179256578540881
2020-12-09,7.872275336644291
2020-12-10,8.647332859449076
2020-12-11,7.092030420546913
2020-12-12,7.777917348611016
2020-12-13,6.276223634169417
2020-12-14,6.621976245363563
2020-12-15,6.049529174645179
2020-12-16,6.704700003908383
2020-12-17,9.859827781147152
2020-12-18,14.328500477879787
2020-12-19,8.61552390091827
2020-12-20,7.952585923420308
2020-12-21,7.532220950757148
2020-12-22,9.055075501687083
2020-12-23,8.768205532132223
2020-12-24,9.910538157892972
2020-12-25,8.339031760194178
2020-12-26,7.988998791664686
2020-12-27,8.535971761622951
2020-12-28,11.48192719248751
2020-12-29,8.37512359206677
2020-12-30,7.471711856473504
2020-12-31,8.086526906187947
2021-01-01,8.064599383970736
2021-01-02,6.248192398864842
2021-01-03,9.57929647838243
2021-01-04,29.154031321945663
2021-01-05,12.746084501983546
2021-01-06,10.63999413965983
2021-01-07,10.403200733733266
2021-01-08,10.694779438872244
2021-01-09,10.915630141628412
2021-01-10,7.462736707682575
2021-01-11,10.276331966687891
2021-01-12,16.836717746510686
2021-01-13,10.94941739375066
2021-01-14,9.370157001415542
2021-01-15,7.882059831305592
2021-01-16,9.27229056455165
2021-01-17,8.160296069541387
2021-01-18,7.548693675379756
2021-01-19,6.851127040882757
2021-01-20,7.701996840280098
2021-01-21,8.816965110855477
2021-01-22,12.067915389980993
2021-01-23,11.340783033876743
2021-01-24,7.302190069419991
2021-01-25,7.128017212975772
2021-01-26,8.366648921437713
2021-01-27,7.994030830327705
2021-01-28,9.0908410343088
2021-01-29,8.283144628266708
2021-01-30,15.332743907851413
2021-01-31,8.168274240874327
2021-02-01,6.908567949200675
2021-02-02,7.922207446711231
2021-02-03,7.678743860989052
2021-02-04,7.151840231738628
2021-02-05,7.938598567695926
2021-02-06,6.717386671362319
2021-02-07,7.792561918805946
2021-02-08,7.4370985870272674
2021-02-09,10.087295875689115
2021-02-10,9.090365640377817
2021-02-11,8.337728736115274
2021-02-12,7.431509254314189
2021-02-13,7.033921590661967
2021-02-14,6.325571722049271
2021-02-15,6.376299351732216
2021-02-16,6.842851215088911
2021-02-17,6.992080634254773
2021-02-18,7.048643463966725
2021-02-19,6.067623148190687
2021-02-20,6.837571898827802
2021-02-21,7.362938581535877
2021-02-22,5.6931738552502535
2021-02-23,10.031896631353083
2021-02-24,12.90623221246464
2021-02-25,7.872354053572077
2021-02-26,6.890796720101303
2021-02-27,8.555944274800027
2021-02-28,5.863253081083862
2021-03-01,7.1190560468201
2021-03-02,6.811268390120369
2021-03-03,5.908853007954792
2021-03-04,6.27933802450793
2021-03-05,6.686674218347842
2021-03-06,6.206868237072885
2021-03-07,4.525757438187086
2021-03-08,4.831869495123227
2021-03-09,5.498790960282031
2021-03-10,5.634881772178439
2021-03-11,6.083478735355462
2021-03-12,5.993975369725754
2021-03-13,5.6072439655771165
2021-03-14,5.879607392100743
2021-03-15,4.327133496723888
2021-03-16,6.728429369130898
2021-03-17,5.962893264654548
2021-03-18,5.755370195882237
2021-03-19,5.4008745820034
2021-03-20,4.780198937138909
2021-03-21,5.004403265957825
2021-03-22,5.181158107245594
2021-03-23,6.0747772189263936
2021-03-24,5.9336840288165495
2021-03-25,7.43073284363745
2021-03-26,6.610154072273884
2021-03-27,5.397392787549806
2021-03-28,4.53717738195316
2021-03-29,4.7449486681796085
2021-03-30,5.333654698516204
2021-03-31,4.78297057728796
2021-04-01,5.23580862662825
2021-04-02,4.9446096164971935
2021-04-03,4.734231925789236
2021-04-04,4.879370707834309
2021-04-05,4.2449083351522425
2021-04-06,4.987232534300121
2021-04-07,5.671432339213112
2021-04-08,6.435116868371868
2021-04-09,4.49658743909866
2021-04-10,4.225557615115527
2021-04-11,5.535478038755016
2021-04-12,4.1756399303587415
2021-04-13,5.006071684017382
2021-04-14,6.061368571486253
2021-04-15,6.83111068657367
2021-04-16,5.128632226397181
2021-04-17,7.503519305941434
2021-04-18,5.668855921789547
2021-04-19,9.687186610529247
2021-04-20,6.34198348664365
2021-04-21,6.460417071483654
2021-04-22,5.541168271549866
2021-04-23,8.020950577890504
2021-04-24,9.525871181105291
2021-04-25,5.260989073936565
2021-04-26,5.049887961685412
2021-04-27,5.972584060368187
2021-04-28,4.716593726931775
2021-04-29,4.691754696820287
2021-04-30,4.686554226098848
2021-05-01,4.976259791738027
2021-05-02,4.0676442114228895
2021-05-03,3.693591010300784
2021-05-04,5.061137349299801
2021-05-05,7.131280870118044
2021-05-06,6.737670549844826
2021-05-07,8.280726293258395
2021-05-08,6.35279395743776
2021-05-09,6.07785694108934
2021-05-10,6.23620781053986
2021-05-11,7.332114857749769
2021-05-12,6.359356773822119
2021-05-13,8.073000543260967
2021-05-14,11.145184817286642
2021-05-15,6.0707757495126815
2021-05-16,7.185576670576375
2021-05-17,8.103339542312286
2021-05-18,10.259896170546376
2021-05-19,8.124095988109396
2021-05-20,20.228503901347203
2021-05-21,12.50551219781227
2021-05-22,12.69472589115434
2021-05-23,8.713161115794184
2021-05-24,12.887767148463258
2021-05-25,9.840818565711269
2021-05-26,6.812287088379492
2021-05-27,6.37500064924577
2021-05-28,5.64717194407351
2021-05-29,7.477931304296724
2021-05-30,6.6006416138516295
2021-05-31,4.583806040848829
2021-06-01,5.428222393441716
2021-06-02,4.869409093451425
2021-06-03,4.434251553735219
2021-06-04,4.55523237165314
2021-06-05,5.687840182086384
2021-06-06,5.139158207096614
2021-06-07,4.125763791253231
2021-06-08,5.3222807787973485
2021-06-09,7.428625445419978
2021-06-10,7.728903134898527
2021-06-11,6.209860170281569
2021-06-12,5.204951416555158
2021-06-13,5.344646553663494
2021-06-14,5.206639799219339
2021-06-15,6.022355617498454
2021-06-16,4.851972353515058
2021-06-17,5.092284835788494
2021-06-18,5.076519710463494
2021-06-19,5.218850047479096
2021-06-20,4.327323783978266
2021-06-21,5.309767695632344
2021-06-22,8.669692850308707
2021-06-23,9.469981162393868
2021-06-24,6.300829839136749
2021-06-25,4.899287897226796
2021-06-26,6.453156935208056
2021-06-27,6.143108762769672
2021-06-28,5.288380553414206
2021-06-29,5.010303757532106
2021-06-30,5.2090811794377965
2021-07-01,4.69920232558874
2021-07-02,4.624749956448745
2021-07-03,3.9584447317942697
2021-07-04,3.534238640810764
2021-07-05,3.4250909331481005
2021-07-06,4.071116244075947
2021-07-07,4.076611437884995
2021-07-08,3.723746052772788
2021-07-09,4.704221052673962
2021-07-10,3.8119456817431945
2021-07-11,3.251940570335626
2021-07-12,2.7666464967774105
2021-07-13,3.4786020010806613
2021-07-14,3.2516256444672105
2021-07-15,3.5316007500755946
2021-07-16,3.62106379307382
2021-07-17,3.852515251350973
2021-07-18,2.989536984829275
2021-07-19,2.967541137095836
2021-07-20,3.4632408795737875
2021-07-21,4.094450615633286
2021-07-22,4.802232667298884
2021-07-23,3.248993749704917
2021-07-24,3.6539200328591552
2021-07-25,3.445465714460047
2021-07-26,3.1487401357253466
2021-07-27,7.629133631787968
2021-07-28,4.970735131558691
2021-07-29,5.505814159742846
2021-07-30,3.826906896882583
2021-07-31,4.517362771359561
2021-08-01,3.627106419500591
2021-08-02,3.820581581991385
2021-08-03,3.804719282127104
2021-08-04,3.943051554510892
2021-08-05,3.7145720607448593
2021-08-06,5.01393906132285
2021-08-07,5.08060572720134
2021-08-08,5.09569982599445
2021-08-09,4.823291502835846
2021-08-10,4.957486480620604
2021-08-11,4.175112433469614
2021-08-12,4.160134450260948
2021-08-13,4.2866348228543165
2021-08-14,3.834373044789789
2021-08-15,3.755368194304983
2021-08-16,3.722311655031693
2021-08-17,3.949901666415132
2021-08-18,4.121541809345997
2021-08-19,4.092461272650679
2021-08-20,4.429755498908388
2021-08-21,3.954123616713739
2021-08-22,4.577541719725502
2021-08-23,2.928835559073912
2021-08-24,3.846473875755688
2021-08-25,4.253472690581564
2021-08-26,3.637935471948358
2021-08-27,3.80419398983664
2021-08-28,3.749620930141541
2021-08-29,3.0968729036306235
2021-08-30,2.8542038743506515
2021-08-31,3.6496562553428378
2021-09-01,3.917795389917503
2021-09-02,4.254697110474958
2021-09-03,4.244775910274543
2021-09-04,4.580674189291828
2021-09-05,3.9324067101509
2021-09-06,3.270432499581757
2021-09-07,3.7802148648509664
2021-09-08,7.257888735173829
2021-09-09,5.554491668926392
2021-09-10,4.403332911887419
2021-09-11,4.518043815945393
2021-09-12,4.019668499633195
2021-09-13,3.1739888795625246
2021-09-14,4.791918359473288
2021-09-15,4.359224991669838
2021-09-16,3.312771225375601
2021-09-17,3.504896294170908
2021-09-18,3.1068417497587126
2021-09-19,3.0431479875851744
2021-09-20,2.934537248107476
2021-09-21,5.115249441438065
2021-09-22,6.038419674749338
2021-09-23,4.463861513731279
2021-09-24,3.968122700447369
2021-09-25,5.306807826353585
2021-09-26,3.822702398366814
2021-09-27,3.690936315905281
2021-09-28,3.834888640547716
2021-09-29,3.8285800455096455
2021-09-30,3.842023591734719
2021-10-01,3.727759272258628
2021-10-02,4.640865315875455
2021-10-03,3.302543401169533
2021-10-04,2.8599029627647083
2021-10-05,3.52353257952984
2021-10-06,3.646334579820949
2021-10-07,4.63899071829754
2021-10-08,3.6000927278913357
2021-10-09,3.337969656637092
2021-10-10,3.074298076425229
2021-10-11,3.742696878038296
2021-10-12,3.863933170087858
2021-10-13,3.7690957816597135
2021-10-14,3.804526144404134
2021-10-15,3.3239079264214637
2021-10-16,4.606299533732744
2021-10-17,3.066736871075474
2021-10-18,2.5525312927661523
2021-10-19,3.3741093251449423
2021-10-20,3.494680817355378
2021-10-21,3.2622780951517742
2021-10-22,4.131720467690477
2021-10-23,3.540265454486603
2021-10-24,2.454862410953988
2021-10-25,2.599682543710703
2021-10-26,2.5880399571324526
2021-10-27,2.9063196244983933
2021-10-28,3.977034570347841
2021-10-29,4.565673118253646
2021-10-30,3.2807648574126
2021-10-31,2.7271577612742424
2021-11-01,2.801670376050047
2021-11-02,3.1084118553139737
2021-11-03,3.145458252201073
2021-11-04,3.0800305439294178
2021-11-05,2.8651133133292954
2021-11-06,2.700849875898281
2021-11-07,2.7031290468343383
2021-11-08,2.0877182049409
2021-11-09,8.244173239575916
2021-11-10,3.2495357930013262
2021-11-11,3.982100077029661
2021-11-12,2.8859991744154385
2021-11-13,3.032462492344064
2021-11-14,2.4320003459732216
2021-11-15,2.105568824720147
2021-11-16,2.6607188554626537
2021-11-17,4.289161202487539
2021-11-18,3.444290326709031
2021-11-19,3.8882804734453695
2021-11-20,3.429816903314859
2021-11-21,2.6162868046669696
2021-11-22,2.29726744939338
2021-11-23,3.193767342681449
2021-11-24,3.340226443559503
2021-11-25,2.9346486781093253
2021-11-26,3.0319755457867377
2021-11-27,4.065552212428374
2021-11-28,2.741303423479511
2021-11-29,2.558739632765996
2021-11-30,2.8359809295002627
2021-12-01,3.317504774822561
2021-12-02,4.573188606718349
2021-12-03,3.400424514057423
2021-12-04,3.890307828688998
2021-12-05,6.014574917647569
2021-12-06,3.522107419165421
2021-12-07,3.789190620514401
2021-12-08,3.1436282200528334
2021-12-09,2.7848932384358784
2021-12-10,3.0135952755132664
2021-12-11,3.312517752638345
2021-12-12,2.645500729241153
2021-12-13,2.1006815820910454
2021-12-14,3.357041757638012
2021-12-15,3.295255791183713
2021-12-16,3.6521480866278337
2021-12-17,2.73963654629865
2021-12-18,3.4960434627091046
2021-12-19,2.6246094576363204
2021-12-20,2.5994722606689886
2021-12-21,3.295453531385674
2021-12-22,2.7727096340425503
2021-12-23,2.374235236169362
2021-12-24,2.749734506346284
2021-12-25,2.341806092262635
2021-12-26,1.798904219102602
2021-12-27,2.0413390457009406
2021-12-28,2.3736682460670493
2021-12-29,3.272452460686352
2021-12-30,3.0136468028705408
2021-12-31,2.6610550447464907
